"token" "subject" "word" "group" "language" "cons" "stress" "vot" "cog" "sd" "skew" "kurt" "cm"
"3259" "NSP_mariaGarcia_dama_spanish_1234" "mariaGar" "dama" "Spanish" "Spanish" "d" "stressed" -131.33 633.1 492.55 6.79 84.03 811408322.33
"3260" "NSP_mariaGarcia_danar_spanish_1130" "mariaGar" "danar" "Spanish" "Spanish" "d" "unstressed" -66.95 622.04 305.86 7.89 175.45 225628545.75
"3261" "NSP_mariaGarcia_danar_spanish_1142" "mariaGar" "danar" "Spanish" "Spanish" "d" "unstressed" -53.45 759.42 498.91 4.28 47.11 531757963.46
"3262" "NSP_mariaGarcia_danar_spanish_1164" "mariaGar" "danar" "Spanish" "Spanish" "d" "unstressed" -50.06 569.97 450.01 9.9 156.85 901899498.03
"3263" "NSP_mariaGarcia_danesa_spanish_1002" "mariaGar" "danesa" "Spanish" "Spanish" "d" "unstressed" -58.86 558.62 545.99 9.04 128.25 1471038520.89
"3264" "NSP_mariaGarcia_danesa_spanish_1082" "mariaGar" "danesa" "Spanish" "Spanish" "d" "unstressed" -66.14 540.52 360.39 6.21 124.56 290598825.46
"3265" "NSP_mariaGarcia_danesa_spanish_1218" "mariaGar" "danesa" "Spanish" "Spanish" "d" "unstressed" -65.33 507.35 457.08 10.43 184.48 996142080.97
"3266" "NSP_mariaGarcia_danino_spanish_1016" "mariaGar" "danino" "Spanish" "Spanish" "d" "unstressed" -64.24 608.28 402.95 8.29 131.66 542472704.18
"3267" "NSP_mariaGarcia_danino_spanish_1018" "mariaGar" "danino" "Spanish" "Spanish" "d" "unstressed" -55.74 662.08 367.4 4.38 53.95 217164212.36
"3268" "NSP_mariaGarcia_danino_spanish_1084" "mariaGar" "danino" "Spanish" "Spanish" "d" "unstressed" 9.6 614.19 433.16 6.55 83.82 532584126.47
"3269" "NSP_mariaGarcia_dano_spanish_1032" "mariaGar" "dano" "Spanish" "Spanish" "d" "stressed" -22.98 569.76 372.17 6.56 105.58 338242372.77
"3270" "NSP_mariaGarcia_dano_spanish_1146" "mariaGar" "dano" "Spanish" "Spanish" "d" "stressed" -64.48 338.03 960.01 12.9 206.31 11409257490.11
"3271" "NSP_mariaGarcia_dano_spanish_1204" "mariaGar" "dano" "Spanish" "Spanish" "d" "stressed" -59.18 627.28 388.97 6.89 105.79 405528221.25
"3272" "NSP_mariaGarcia_danza_spanish_1028" "mariaGar" "danza" "Spanish" "Spanish" "d" "stressed" -127.6 576.46 346.55 7.64 133.67 317769335.31
"3273" "NSP_mariaGarcia_danza_spanish_1150" "mariaGar" "danza" "Spanish" "Spanish" "d" "stressed" -34.85 634.56 363.02 10.97 214.26 524796323.67
"3274" "NSP_mariaGarcia_danza_spanish_1250" "mariaGar" "danza" "Spanish" "Spanish" "d" "stressed" -67.84 600.37 389.69 7.53 124.28 445549073.57
"3275" "NSP_mariaGarcia_danzar_spanish_1050" "mariaGar" "danzar" "Spanish" "Spanish" "d" "unstressed" -67.79 670.06 395.51 4.63 61.18 286701591.45
"3276" "NSP_mariaGarcia_danzar_spanish_1076" "mariaGar" "danzar" "Spanish" "Spanish" "d" "unstressed" -51.21 519.48 374.1 8.61 162.47 450563549.13
"3277" "NSP_mariaGarcia_danzar_spanish_1090" "mariaGar" "danzar" "Spanish" "Spanish" "d" "unstressed" -35.97 629.41 479.97 5.05 66.98 557897741.82
"3278" "NSP_mariaGarcia_tabaco_spanish_1054" "mariaGar" "tabaco" "Spanish" "Spanish" "t" "unstressed" 22.48 1302.95 1808.18 2.91 11.92 17192127664.78
"3279" "NSP_mariaGarcia_tabaco_spanish_1198" "mariaGar" "tabaco" "Spanish" "Spanish" "t" "unstressed" 18.8 821.43 1065.81 5.31 37.97 6426330247.03
"3280" "NSP_mariaGarcia_tabaco_spanish_1206" "mariaGar" "tabaco" "Spanish" "Spanish" "t" "unstressed" 17.78 1392.15 1883.93 1.86 5.25 12450837418.61
"3281" "NSP_mariaGarcia_taberna_spanish_1006" "mariaGar" "taberna" "Spanish" "Spanish" "t" "unstressed" 14.02 657.84 692.86 6.84 74.64 2275731501.51
"3282" "NSP_mariaGarcia_taberna_spanish_1112" "mariaGar" "taberna" "Spanish" "Spanish" "t" "unstressed" 19.5 1150.11 1324.22 3.44 16.87 7984989094.06
"3283" "NSP_mariaGarcia_taberna_spanish_1138" "mariaGar" "taberna" "Spanish" "Spanish" "t" "unstressed" 16.34 666.24 836.14 4.15 33.77 2423361785.59
"3284" "NSP_mariaGarcia_tabla_spanish_1038" "mariaGar" "tabla" "Spanish" "Spanish" "t" "stressed" 17.26 801.66 931.58 5.13 43.58 4150316724.54
"3285" "NSP_mariaGarcia_tabla_spanish_1148" "mariaGar" "tabla" "Spanish" "Spanish" "t" "stressed" 15.47 941.46 1177.6 3.31 16.75 5402995215.98
"3286" "NSP_mariaGarcia_tabla_spanish_1283" "mariaGar" "tabla" "Spanish" "Spanish" "t" "stressed" 26.6 1399.65 969.46 2.92 24.79 2663436354.73
"3287" "NSP_mariaGarcia_tactil_spanish_1114" "mariaGar" "tactil" "Spanish" "Spanish" "t" "stressed" 18.72 800.35 942.9 4.39 39.16 3683530252.55
"3288" "NSP_mariaGarcia_tactil_spanish_1246" "mariaGar" "tactil" "Spanish" "Spanish" "t" "stressed" 18.33 1088.8 1204.21 3.69 22.04 6445537698.4
"3289" "NSP_mariaGarcia_tactil_spanish_1287" "mariaGar" "tactil" "Spanish" "Spanish" "t" "stressed" 15.39 915.61 962.34 3.55 23.21 3160235237.02
"3290" "NSP_mariaGarcia_tamano_spanish_1064" "mariaGar" "tamano" "Spanish" "Spanish" "t" "unstressed" 15.58 729.32 960.09 5.1 38.93 4512640902.83
"3291" "NSP_mariaGarcia_tamano_spanish_1088" "mariaGar" "tamano" "Spanish" "Spanish" "t" "unstressed" 12.87 800.47 925.53 4.44 29.36 3518769199.75
"3292" "NSP_mariaGarcia_tamano_spanish_1230" "mariaGar" "tamano" "Spanish" "Spanish" "t" "unstressed" 29.53 1272.12 1768.22 2.43 6.91 13440877198.9
"3293" "NSP_mariaGarcia_tambien_spanish_1128" "mariaGar" "tambien" "Spanish" "Spanish" "t" "unstressed" 15.18 776.47 1069.26 3.86 23.14 4714983244.58
"3294" "NSP_mariaGarcia_tambien_spanish_1152" "mariaGar" "tambien" "Spanish" "Spanish" "t" "unstressed" 12.42 764.23 973.67 4.73 32.05 4368533072.27
"3295" "NSP_mariaGarcia_tambien_spanish_1156" "mariaGar" "tambien" "Spanish" "Spanish" "t" "unstressed" 18.06 1133.53 1685.53 3.08 11.68 14756160288.26
"3296" "NSP_mariaGarcia_tampoco_spanish_1104" "mariaGar" "tampoco" "Spanish" "Spanish" "t" "unstressed" 16.96 707.3 948.69 4.63 36.91 3951497028.41
"3297" "NSP_mariaGarcia_tampoco_spanish_1196" "mariaGar" "tampoco" "Spanish" "Spanish" "t" "unstressed" 19.74 1398.75 1454.45 2.6 10.59 8005476101.02
"3298" "NSP_mariaGarcia_tampoco_spanish_1220" "mariaGar" "tampoco" "Spanish" "Spanish" "t" "unstressed" 13.53 835.56 1042.42 4.14 24.63 4685782722.42
"3299" "NSP_mariaGarcia_tanque_spanish_1170" "mariaGar" "tanque" "Spanish" "Spanish" "t" "stressed" 15.9 1045.31 1217.9 3.21 17.35 5804992907.05
"3300" "NSP_mariaGarcia_tanque_spanish_1192" "mariaGar" "tanque" "Spanish" "Spanish" "t" "stressed" 14.08 1174.55 1570.69 3.13 12.72 12130704275.81
"3301" "NSP_mariaGarcia_tanque_spanish_1194" "mariaGar" "tanque" "Spanish" "Spanish" "t" "stressed" 19.58 1464.61 1510.87 2.71 11.8 9335679961.25
"3302" "NSP_mariaGarcia_tanto_spanish_1214" "mariaGar" "tanto" "Spanish" "Spanish" "t" "stressed" 18.41 1876.16 1887.29 2.02 5.55 13581376075.56
"3303" "NSP_mariaGarcia_tanto_spanish_1216" "mariaGar" "tanto" "Spanish" "Spanish" "t" "stressed" 21.45 1034.16 1115.95 4.47 29.09 6215563418.96
"3304" "NSP_mariaGarcia_tanto_spanish_1240" "mariaGar" "tanto" "Spanish" "Spanish" "t" "stressed" 15.48 856.95 1085.35 4.61 29.51 5891580797.84
"3305" "NSP_mariaGarcia_taza_spanish_1004" "mariaGar" "taza" "Spanish" "Spanish" "t" "stressed" 18.81 1765.74 1831.18 2.72 9.14 16685574941.32
"3306" "NSP_mariaGarcia_taza_spanish_1094" "mariaGar" "taza" "Spanish" "Spanish" "t" "stressed" 15.35 913.27 1068.56 3.33 20.71 4058311655.02
"3307" "NSP_mariaGarcia_taza_spanish_1100" "mariaGar" "taza" "Spanish" "Spanish" "t" "stressed" 18.05 1496.28 1601.82 2.43 9.15 9973747250.57
"3308" "NSP_maribelEscalas_daba_spanish_1020" "maribelE" "daba" "Spanish" "Spanish" "d" "stressed" -72.46 819.64 747.82 3.03 15.41 1268074660.19
"3309" "NSP_maribelEscalas_daba_spanish_1088" "maribelE" "daba" "Spanish" "Spanish" "d" "stressed" -69.92 991.12 745.23 1.67 5.3 691277344.08
"3310" "NSP_maribelEscalas_daba_spanish_1282" "maribelE" "daba" "Spanish" "Spanish" "d" "stressed" -56.88 896.22 733.57 1.94 6.19 767518626.07
"3311" "NSP_maribelEscalas_daga_spanish_1048" "maribelE" "daga" "Spanish" "Spanish" "d" "stressed" -63.6 775.3 876.97 3.9 22.32 2631218053.11
"3312" "NSP_maribelEscalas_daga_spanish_1074" "maribelE" "daga" "Spanish" "Spanish" "d" "stressed" -65.13 584.18 1585.68 4.36 19.04 17384472207.75
"3313" "NSP_maribelEscalas_daga_spanish_1108" "maribelE" "daga" "Spanish" "Spanish" "d" "stressed" -38.41 736.33 651.04 3.46 22.61 954300907.53
"3314" "NSP_maribelEscalas_daltonico_spanish_1040" "maribelE" "daltonico" "Spanish" "Spanish" "d" "unstressed" -66.09 641.31 599.72 4.75 33.65 1025093790.04
"3315" "NSP_maribelEscalas_daltonico_spanish_1044" "maribelE" "daltonico" "Spanish" "Spanish" "d" "unstressed" -39.38 911.51 731.24 2.36 11.6 921847010.14
"3316" "NSP_maribelEscalas_daltonico_spanish_1094" "maribelE" "daltonico" "Spanish" "Spanish" "d" "unstressed" -49.9 725.7 606.53 3.34 22.27 745559619.92
"3317" "NSP_maribelEscalas_dama_spanish_1098" "maribelE" "dama" "Spanish" "Spanish" "d" "stressed" -57.79 802.86 658.03 2.77 18.53 789787903.92
"3318" "NSP_maribelEscalas_dama_spanish_1138" "maribelE" "dama" "Spanish" "Spanish" "d" "stressed" -87.26 945.87 712.37 1.99 8.55 717658611.62
"3319" "NSP_maribelEscalas_dama_spanish_1168" "maribelE" "dama" "Spanish" "Spanish" "d" "stressed" -55.2 839.78 697.27 2.28 9.26 773520564.81
"3320" "NSP_maribelEscalas_danar_spanish_1016" "maribelE" "danar" "Spanish" "Spanish" "d" "unstressed" -59.56 765.98 729.59 3.3 20.43 1279699758.82
"3321" "NSP_maribelEscalas_danar_spanish_1050" "maribelE" "danar" "Spanish" "Spanish" "d" "unstressed" -53.9 710.86 645.08 3.36 20.65 901314321.05
"3322" "NSP_maribelEscalas_danar_spanish_1126" "maribelE" "danar" "Spanish" "Spanish" "d" "unstressed" -66.73 710.22 584.49 3.6 25.64 718256703.92
"3323" "NSP_maribelEscalas_danesa_spanish_1024" "maribelE" "danesa" "Spanish" "Spanish" "d" "unstressed" -64.24 496.19 360.34 10.13 188.79 474086426.38
"3324" "NSP_maribelEscalas_danesa_spanish_1056" "maribelE" "danesa" "Spanish" "Spanish" "d" "unstressed" -67.74 727.67 774.7 4.1 28.44 1906893233.68
"3325" "NSP_maribelEscalas_danesa_spanish_1080" "maribelE" "danesa" "Spanish" "Spanish" "d" "unstressed" -36.69 729.88 662.18 2.98 16.3 865621065.25
"3326" "NSP_maribelEscalas_danino_spanish_1032" "maribelE" "danino" "Spanish" "Spanish" "d" "unstressed" -56.67 625.24 727.8 6.14 55.96 2366825068.47
"3327" "NSP_maribelEscalas_danino_spanish_1158" "maribelE" "danino" "Spanish" "Spanish" "d" "unstressed" -30.52 520.55 439.09 8.13 128.47 688398849.9
"3328" "NSP_maribelEscalas_danino_spanish_1234" "maribelE" "danino" "Spanish" "Spanish" "d" "unstressed" -30.73 721.21 423.63 3.71 34.68 282430321.82
"3329" "NSP_maribelEscalas_dano_spanish_1086" "maribelE" "dano" "Spanish" "Spanish" "d" "stressed" -79.32 758.24 647 3.33 21.16 901482212.3
"3330" "NSP_maribelEscalas_dano_spanish_1176" "maribelE" "dano" "Spanish" "Spanish" "d" "stressed" -57.71 723.79 700.83 5.52 48.45 1900895170.94
"3331" "NSP_maribelEscalas_dano_spanish_1236" "maribelE" "dano" "Spanish" "Spanish" "d" "stressed" -71.83 671.95 924.69 4.73 31.02 3740933133.74
"3332" "NSP_maribelEscalas_danza_spanish_1118" "maribelE" "danza" "Spanish" "Spanish" "d" "stressed" -77.2 722 671.52 4.44 35.77 1345669238.51
"3333" "NSP_maribelEscalas_danza_spanish_1240" "maribelE" "danza" "Spanish" "Spanish" "d" "stressed" -83.03 744.51 608.5 3.47 24.99 782683826.68
"3334" "NSP_maribelEscalas_danza_spanish_1246" "maribelE" "danza" "Spanish" "Spanish" "d" "stressed" -52.7 821.56 736.37 3.5 28.19 1396867645.03
"3335" "NSP_maribelEscalas_danzar_spanish_1076" "maribelE" "danzar" "Spanish" "Spanish" "d" "unstressed" -36.75 662.76 720.74 4.2 29.96 1573723113.69
"3336" "NSP_maribelEscalas_danzar_spanish_1164" "maribelE" "danzar" "Spanish" "Spanish" "d" "unstressed" -32.96 661.58 613.88 3.9 30.89 902121663.17
"3337" "NSP_maribelEscalas_danzar_spanish_1214" "maribelE" "danzar" "Spanish" "Spanish" "d" "unstressed" -39.66 582.06 566.63 6.4 67.61 1164404684.62
"3338" "NSP_maribelEscalas_tabaco_spanish_1066" "maribelE" "tabaco" "Spanish" "Spanish" "t" "unstressed" 9.55 682.91 602.56 6.58 86.97 1439342353.01
"3339" "NSP_maribelEscalas_tabaco_spanish_1196" "maribelE" "tabaco" "Spanish" "Spanish" "t" "unstressed" 13.65 731.51 1094.23 5.51 36.17 7213747686.04
"3340" "NSP_maribelEscalas_tabaco_spanish_1218" "maribelE" "tabaco" "Spanish" "Spanish" "t" "unstressed" 21.41 1792.01 1771.94 2.14 6.26 11879587513.8
"3341" "NSP_maribelEscalas_taberna_spanish_1028" "maribelE" "taberna" "Spanish" "Spanish" "t" "unstressed" 11.34 985.62 1272.03 3.28 12.4 6752650639.72
"3342" "NSP_maribelEscalas_taberna_spanish_1100" "maribelE" "taberna" "Spanish" "Spanish" "t" "unstressed" 11.84 844.75 736.33 3.3 19.76 1317758037.24
"3343" "NSP_maribelEscalas_taberna_spanish_1272" "maribelE" "taberna" "Spanish" "Spanish" "t" "unstressed" 14.37 683.51 654.29 7.48 87.44 2095883208.55
"3344" "NSP_maribelEscalas_tabla_spanish_1068" "maribelE" "tabla" "Spanish" "Spanish" "t" "stressed" 10.65 846.74 619.38 2.86 17.28 680022003.05
"3345" "NSP_maribelEscalas_tabla_spanish_1096" "maribelE" "tabla" "Spanish" "Spanish" "t" "stressed" 8.8 808.15 577.62 2.92 15.17 561846946.67
"3346" "NSP_maribelEscalas_tabla_spanish_1266" "maribelE" "tabla" "Spanish" "Spanish" "t" "stressed" 9.63 802.94 562.98 3.11 18.81 554062438.44
"3347" "NSP_maribelEscalas_tactil_spanish_1026" "maribelE" "tactil" "Spanish" "Spanish" "t" "stressed" 8.49 920.07 664.2 2.67 14.32 781683247.17
"3348" "NSP_maribelEscalas_tactil_spanish_1064" "maribelE" "tactil" "Spanish" "Spanish" "t" "stressed" 18.37 2048.94 1735.68 2.3 7.98 12010510245.1
"3349" "NSP_maribelEscalas_tactil_spanish_1188" "maribelE" "tactil" "Spanish" "Spanish" "t" "stressed" 8.21 900.39 628.22 2.3 13.28 569523157.39
"3350" "NSP_maribelEscalas_tamano_spanish_1006" "maribelE" "tamano" "Spanish" "Spanish" "t" "unstressed" 19.96 2497.97 2918.09 1.38 1 34294513195.14
"3351" "NSP_maribelEscalas_tamano_spanish_1244" "maribelE" "tamano" "Spanish" "Spanish" "t" "unstressed" 9.51 730.57 610.88 6.96 82.47 1587225312.92
"3352" "NSP_maribelEscalas_tamano_spanish_1276" "maribelE" "tamano" "Spanish" "Spanish" "t" "unstressed" 12.02 733.45 585.13 3.81 29.91 763910755.25
"3353" "NSP_maribelEscalas_tambien_spanish_1002" "maribelE" "tambien" "Spanish" "Spanish" "t" "unstressed" 12.32 667.66 667.5 5.21 54.16 1548272817.77
"3354" "NSP_maribelEscalas_tambien_spanish_1058" "maribelE" "tambien" "Spanish" "Spanish" "t" "unstressed" 10.43 762.73 564.41 3.22 20.54 578917141.13
"3355" "NSP_maribelEscalas_tambien_spanish_1148" "maribelE" "tambien" "Spanish" "Spanish" "t" "unstressed" 10.18 947.95 915.93 3.32 18.19 2554935005.75
"3356" "NSP_maribelEscalas_tampoco_spanish_1052" "maribelE" "tampoco" "Spanish" "Spanish" "t" "unstressed" 20 2404.04 2215.01 1.69 3.19 18351407040.05
"3357" "NSP_maribelEscalas_tampoco_spanish_1166" "maribelE" "tampoco" "Spanish" "Spanish" "t" "unstressed" 11.01 745.78 883.37 4.46 27.53 3071332338.67
"3358" "NSP_maribelEscalas_tampoco_spanish_1274" "maribelE" "tampoco" "Spanish" "Spanish" "t" "unstressed" 8.26 792.12 529.61 3.55 19.38 526697805.69
"3359" "NSP_maribelEscalas_tanque_spanish_1102" "maribelE" "tanque" "Spanish" "Spanish" "t" "stressed" 11.94 647.28 649.22 6.41 65.97 1755034957.56
"3360" "NSP_maribelEscalas_tanque_spanish_1144" "maribelE" "tanque" "Spanish" "Spanish" "t" "stressed" 22.41 2699.2 2216.86 1.37 2.56 14976759954.56
"3361" "NSP_maribelEscalas_tanque_spanish_1284" "maribelE" "tanque" "Spanish" "Spanish" "t" "stressed" 13.21 780.35 611.34 2.66 13.17 607030723.74
"3362" "NSP_maribelEscalas_tanto_spanish_1122" "maribelE" "tanto" "Spanish" "Spanish" "t" "stressed" 11.6 755.11 688.23 4.87 42.74 1588833971.7
"3363" "NSP_maribelEscalas_tanto_spanish_1178" "maribelE" "tanto" "Spanish" "Spanish" "t" "stressed" 9.6 740.02 542.56 3.48 26.23 556469987.17
"3364" "NSP_maribelEscalas_tanto_spanish_1228" "maribelE" "tanto" "Spanish" "Spanish" "t" "stressed" 8.09 805.83 589.69 2.89 16.37 593498126.34
"3365" "NSP_maribelEscalas_taza_spanish_1034" "maribelE" "taza" "Spanish" "Spanish" "t" "stressed" 9.47 713.05 480.39 4.78 44.47 530401661.49
"3366" "NSP_maribelEscalas_taza_spanish_1038" "maribelE" "taza" "Spanish" "Spanish" "t" "stressed" 14.03 594.45 602.73 5.73 57.05 1254198321.11
"3367" "NSP_maribelEscalas_taza_spanish_1200" "maribelE" "taza" "Spanish" "Spanish" "t" "stressed" 10.45 623.98 508.68 4.26 39.43 561092558.97
"3368" "NSP_marinaGomila_daba_spanish_1080" "marinaGo" "daba" "Spanish" "Spanish" "d" "stressed" -98.07 557.2 464.74 9.43 186.25 946550186.4
"3369" "NSP_marinaGomila_daba_spanish_1088" "marinaGo" "daba" "Spanish" "Spanish" "d" "stressed" -59.28 493.71 429.85 11.77 266.54 935014714.96
"3370" "NSP_marinaGomila_daba_spanish_1114" "marinaGo" "daba" "Spanish" "Spanish" "d" "stressed" -53.87 380.3 447.69 14.43 332.11 1295160242.72
"3371" "NSP_marinaGomila_daba_spanish_1246" "marinaGo" "daba" "Spanish" "Spanish" "d" "stressed" -82.78 469.21 388.16 10.55 220.47 616786447.74
"3372" "NSP_marinaGomila_daga_spanish_1028" "marinaGo" "daga" "Spanish" "Spanish" "d" "stressed" -60.66 476.63 365.16 10.13 273.76 493018443.45
"3373" "NSP_marinaGomila_daga_spanish_1030" "marinaGo" "daga" "Spanish" "Spanish" "d" "stressed" 15.17 609.78 803.09 6.99 75.78 3619511800.75
"3374" "NSP_marinaGomila_daga_spanish_1218" "marinaGo" "daga" "Spanish" "Spanish" "d" "stressed" -63.13 486.95 491.33 11.18 198.08 1325735327.51
"3375" "NSP_marinaGomila_daltonico_spanish_1038" "marinaGo" "daltonico" "Spanish" "Spanish" "d" "unstressed" -22.71 498.1 414.07 13.07 321.13 928215047.23
"3376" "NSP_marinaGomila_daltonico_spanish_1128" "marinaGo" "daltonico" "Spanish" "Spanish" "d" "unstressed" -39.86 405.45 451.22 10.47 199.34 962168894.87
"3377" "NSP_marinaGomila_daltonico_spanish_1256" "marinaGo" "daltonico" "Spanish" "Spanish" "d" "unstressed" -34.86 650.59 629.32 8.1 89.3 2017768604.71
"3378" "NSP_marinaGomila_dama_spanish_1150" "marinaGo" "dama" "Spanish" "Spanish" "d" "stressed" -56.25 588.67 460.81 9.32 195.63 912450486.65
"3379" "NSP_marinaGomila_dama_spanish_1178" "marinaGo" "dama" "Spanish" "Spanish" "d" "stressed" -51.35 593.68 437.53 5.89 95.38 493525716.67
"3380" "NSP_marinaGomila_dama_spanish_1180" "marinaGo" "dama" "Spanish" "Spanish" "d" "stressed" -35.52 514.34 379.46 12.48 373.22 681914104.82
"3381" "NSP_marinaGomila_danar_spanish_1108" "marinaGo" "danar" "Spanish" "Spanish" "d" "unstressed" -22.51 387.11 531.21 12.37 218.21 1854362207.99
"3382" "NSP_marinaGomila_danar_spanish_1250" "marinaGo" "danar" "Spanish" "Spanish" "d" "unstressed" -61.96 447.19 477.9 9.61 167.12 1048920494.83
"3383" "NSP_marinaGomila_danar_spanish_1268" "marinaGo" "danar" "Spanish" "Spanish" "d" "unstressed" -42.31 563.5 387.29 8.83 209.9 513092027.37
"3384" "NSP_marinaGomila_danesa_spanish_1008" "marinaGo" "danesa" "Spanish" "Spanish" "d" "unstressed" -71.27 509.09 459.57 11.41 242.7 1107143233.13
"3385" "NSP_marinaGomila_danesa_spanish_1012" "marinaGo" "danesa" "Spanish" "Spanish" "d" "unstressed" -31.87 360.7 361.78 16.28 512.07 770655067.33
"3386" "NSP_marinaGomila_danesa_spanish_1162" "marinaGo" "danesa" "Spanish" "Spanish" "d" "unstressed" -62.1 511.79 380.85 10.09 234.37 557563407.46
"3387" "NSP_marinaGomila_danino_spanish_1004" "marinaGo" "danino" "Spanish" "Spanish" "d" "unstressed" -40.27 434.94 480.66 11.6 215.86 1288024028.5
"3388" "NSP_marinaGomila_danino_spanish_1120" "marinaGo" "danino" "Spanish" "Spanish" "d" "unstressed" -43.32 1020.79 1660.91 2.92 8.35 13384283794.3
"3389" "NSP_marinaGomila_danino_spanish_1160" "marinaGo" "danino" "Spanish" "Spanish" "d" "unstressed" -28.16 439.63 363.39 14.6 412.09 700511586.77
"3390" "NSP_marinaGomila_dano_spanish_1052" "marinaGo" "dano" "Spanish" "Spanish" "d" "stressed" -57.29 541.39 518.45 8.26 132.53 1151641492.27
"3391" "NSP_marinaGomila_dano_spanish_1182" "marinaGo" "dano" "Spanish" "Spanish" "d" "stressed" -45.81 651.12 525.25 4.76 67.18 689974839.08
"3392" "NSP_marinaGomila_dano_spanish_1226" "marinaGo" "dano" "Spanish" "Spanish" "d" "stressed" -51.66 430.06 422 12.82 267.96 963649376.22
"3393" "NSP_marinaGomila_danza_spanish_1044" "marinaGo" "danza" "Spanish" "Spanish" "d" "stressed" -53.74 598.54 771.48 6.26 65.99 2874332069.87
"3394" "NSP_marinaGomila_danza_spanish_1096" "marinaGo" "danza" "Spanish" "Spanish" "d" "stressed" -61.98 704.13 1054.96 5.39 41.12 6322614009.26
"3395" "NSP_marinaGomila_danza_spanish_1208" "marinaGo" "danza" "Spanish" "Spanish" "d" "stressed" -77.49 458.66 465.7 14.02 283.54 1415660809.64
"3396" "NSP_marinaGomila_danzar_spanish_1026" "marinaGo" "danzar" "Spanish" "Spanish" "d" "unstressed" -39.51 421.71 539.38 11.68 206.81 1832389551.6
"3397" "NSP_marinaGomila_danzar_spanish_1252" "marinaGo" "danzar" "Spanish" "Spanish" "d" "unstressed" -23.73 482.67 466.19 7.85 135.33 795795178.26
"3398" "NSP_marinaGomila_danzar_spanish_1274" "marinaGo" "danzar" "Spanish" "Spanish" "d" "unstressed" 14.53 498.75 682.44 7.48 88.22 2377111233.76
"3399" "NSP_marinaGomila_tabaco_spanish_1064" "marinaGo" "tabaco" "Spanish" "Spanish" "t" "unstressed" 14.6 588.73 695.76 4.6 45.48 1548474571.71
"3400" "NSP_marinaGomila_tabaco_spanish_1172" "marinaGo" "tabaco" "Spanish" "Spanish" "t" "unstressed" 12.06 621.18 432.59 6.53 118.89 528661450.94
"3401" "NSP_marinaGomila_tabaco_spanish_1236" "marinaGo" "tabaco" "Spanish" "Spanish" "t" "unstressed" 17.71 1468 1580.44 3.11 15.03 12285670509.1
"3402" "NSP_marinaGomila_taberna_spanish_1034" "marinaGo" "taberna" "Spanish" "Spanish" "t" "unstressed" 21.67 922.12 1469.21 3.86 19.4 12251477898.56
"3403" "NSP_marinaGomila_taberna_spanish_1196" "marinaGo" "taberna" "Spanish" "Spanish" "t" "unstressed" 14.84 462.41 749.3 7.1 84.01 2988453303.14
"3404" "NSP_marinaGomila_taberna_spanish_1220" "marinaGo" "taberna" "Spanish" "Spanish" "t" "unstressed" 12.02 486.16 410.01 10.32 212.89 710967253
"3405" "NSP_marinaGomila_tabla_spanish_1014" "marinaGo" "tabla" "Spanish" "Spanish" "t" "stressed" 11.65 474.4 448.78 13.68 322.42 1236343232.82
