"token" "subject" "word" "group" "language" "cons" "stress" "vot" "cog" "sd" "skew" "kurt" "cm"
"1906" "BIL_vivianaGarcia_damper_english_1262" "vivianaG" "damper" "bilingual" "English" "d" "stressed" 20.57 2446.38 3354.82 1.25 0.04 47328643181.6
"1907" "BIL_vivianaGarcia_damper_english_1322" "vivianaG" "damper" "bilingual" "English" "d" "stressed" 34.42 7966 2425.46 -1.47 3.14 -21016810605.13
"1908" "BIL_vivianaGarcia_damper_english_1386" "vivianaG" "damper" "bilingual" "English" "d" "stressed" 22.93 5233.56 4076.21 -0.06 -1.48 -4310556033.55
"1909" "BIL_vivianaGarcia_danar_spanish_1034" "vivianaG" "danar" "bilingual" "Spanish" "d" "unstressed" -67.68 3413.53 2238.65 1.69 5.1 18937250090.81
"1910" "BIL_vivianaGarcia_danar_spanish_1284" "vivianaG" "danar" "bilingual" "Spanish" "d" "unstressed" -101.84 612.58 679.9 5.47 48.08 1719417598.09
"1911" "BIL_vivianaGarcia_danar_spanish_1460" "vivianaG" "danar" "bilingual" "Spanish" "d" "unstressed" -128.3 1484.09 1586.97 1.9 5.04 7588794292.07
"1912" "BIL_vivianaGarcia_dancette_english_1426" "vivianaG" "dancette" "bilingual" "English" "d" "unstressed" 21.32 3237.91 3584.82 0.95 -0.26 43597135206.93
"1913" "BIL_vivianaGarcia_dancette_english_1494" "vivianaG" "dancette" "bilingual" "English" "d" "unstressed" 23.95 7048.96 2779.89 -1.11 0.28 -23925589334.59
"1914" "BIL_vivianaGarcia_dancing_english_1114" "vivianaG" "dancing" "bilingual" "English" "d" "stressed" 23.62 5235.41 4096.3 0.25 -0.98 17182800558.59
"1915" "BIL_vivianaGarcia_dancing_english_1178" "vivianaG" "dancing" "bilingual" "English" "d" "stressed" 33.49 6178.17 4261.79 -0.17 -1.6 -13489244964.38
"1916" "BIL_vivianaGarcia_dancing_english_1392" "vivianaG" "dancing" "bilingual" "English" "d" "stressed" -106.89 7689.09 3665.32 -0.59 -0.32 -29100274706.56
"1917" "BIL_vivianaGarcia_danesa_spanish_1014" "vivianaG" "danesa" "bilingual" "Spanish" "d" "unstressed" -110.48 1694.12 2077.69 2.1 5.34 18816897585.98
"1918" "BIL_vivianaGarcia_danesa_spanish_1094" "vivianaG" "danesa" "bilingual" "Spanish" "d" "unstressed" -74.47 2159.07 2779.84 1.74 3.61 37470289638.79
"1919" "BIL_vivianaGarcia_danesa_spanish_1366" "vivianaG" "danesa" "bilingual" "Spanish" "d" "unstressed" 16.71 678.95 976.4 5.2 37.14 4836544250.29
"1920" "BIL_vivianaGarcia_danielle_english_1298" "vivianaG" "danielle" "bilingual" "English" "d" "unstressed" -62.69 1240.05 2984.08 3.06 9.21 81248258169.68
"1921" "BIL_vivianaGarcia_danielle_english_1532" "vivianaG" "danielle" "bilingual" "English" "d" "unstressed" 28.25 8107.06 3339.17 -0.92 0.04 -34370942783.42
"1922" "BIL_vivianaGarcia_danielle_english_1556" "vivianaG" "danielle" "bilingual" "English" "d" "unstressed" 34.46 7792.54 1555.06 -2.41 8.64 -9080592078.46
"1923" "BIL_vivianaGarcia_danino_spanish_1228" "vivianaG" "danino" "bilingual" "Spanish" "d" "unstressed" -108.02 607.86 642.84 5.07 44.25 1345689642.96
"1924" "BIL_vivianaGarcia_danino_spanish_1274" "vivianaG" "danino" "bilingual" "Spanish" "d" "unstressed" -53.59 545.91 488.88 6.11 64.48 714364697.16
"1925" "BIL_vivianaGarcia_danino_spanish_1402" "vivianaG" "danino" "bilingual" "Spanish" "d" "unstressed" -105.38 686.66 616.76 4.39 32.01 1030552315.62
"1926" "BIL_vivianaGarcia_dano_spanish_1128" "vivianaG" "dano" "bilingual" "Spanish" "d" "stressed" -85.44 649.5 602.21 4.74 33.09 1034870991.22
"1927" "BIL_vivianaGarcia_dano_spanish_1288" "vivianaG" "dano" "bilingual" "Spanish" "d" "stressed" -97.66 737.23 644.9 3.84 24.22 1030668252.04
"1928" "BIL_vivianaGarcia_dano_spanish_1522" "vivianaG" "dano" "bilingual" "Spanish" "d" "stressed" -100.57 644.62 525.89 4.89 41.36 711565128.95
"1929" "BIL_vivianaGarcia_danza_spanish_1110" "vivianaG" "danza" "bilingual" "Spanish" "d" "stressed" -92.1 2147.43 1892.72 1.65 4.19 11208566472.45
"1930" "BIL_vivianaGarcia_danza_spanish_1122" "vivianaG" "danza" "bilingual" "Spanish" "d" "stressed" -113.71 814.04 699.66 3.57 19.7 1221033105.17
"1931" "BIL_vivianaGarcia_danza_spanish_1396" "vivianaG" "danza" "bilingual" "Spanish" "d" "stressed" -46.8 1056.98 2225.76 2.67 7.54 29488210522.59
"1932" "BIL_vivianaGarcia_danzar_spanish_1054" "vivianaG" "danzar" "bilingual" "Spanish" "d" "unstressed" -54.07 3045.19 2081.72 1.38 3.94 12417592543.28
"1933" "BIL_vivianaGarcia_danzar_spanish_1130" "vivianaG" "danzar" "bilingual" "Spanish" "d" "unstressed" -77.12 5708.26 4097.42 0.22 -1.04 15019161433.48
"1934" "BIL_vivianaGarcia_danzar_spanish_1380" "vivianaG" "danzar" "bilingual" "Spanish" "d" "unstressed" -127.66 774.75 737.32 4.14 34.7 1657628796
"1935" "BIL_vivianaGarcia_danzar_spanish_1576" "vivianaG" "danzar" "bilingual" "Spanish" "d" "unstressed" -109.34 3537.34 3544.49 0.62 -1.27 27816814247.32
"1936" "BIL_vivianaGarcia_dazzle_english_1066" "vivianaG" "dazzle" "bilingual" "English" "d" "stressed" 26.66 6582.93 3897.5 -0.45 -1.29 -26626958285.91
"1937" "BIL_vivianaGarcia_dazzle_english_1484" "vivianaG" "dazzle" "bilingual" "English" "d" "stressed" 29.23 4271.35 3880.3 0.79 -0.82 46103262296.82
"1938" "BIL_vivianaGarcia_dazzle_english_1504" "vivianaG" "dazzle" "bilingual" "English" "d" "stressed" 26.49 4732.61 4136.98 0.28 -1.51 19817083195.68
"1939" "BIL_vivianaGarcia_tabaco_spanish_1088" "vivianaG" "tabaco" "bilingual" "Spanish" "t" "unstressed" 10.5 697.71 670.84 4.63 35.77 1396912401.07
"1940" "BIL_vivianaGarcia_tabaco_spanish_1350" "vivianaG" "tabaco" "bilingual" "Spanish" "t" "unstressed" 11.98 693.22 571.79 4.44 36.27 829808336.71
"1941" "BIL_vivianaGarcia_tabaco_spanish_1378" "vivianaG" "tabaco" "bilingual" "Spanish" "t" "unstressed" 7.63 771.36 575.35 4.09 25.48 779246179.89
"1942" "BIL_vivianaGarcia_taberna_spanish_1364" "vivianaG" "taberna" "bilingual" "Spanish" "t" "unstressed" 11.16 745.14 574.49 4.21 33.69 798213602.9
"1943" "BIL_vivianaGarcia_taberna_spanish_1406" "vivianaG" "taberna" "bilingual" "Spanish" "t" "unstressed" 11.3 703.25 602.48 4.12 32.09 900148344.68
"1944" "BIL_vivianaGarcia_tabla_spanish_1432" "vivianaG" "tabla" "bilingual" "Spanish" "t" "stressed" 11.49 594.76 563.11 6.54 84.37 1168221099.59
"1945" "BIL_vivianaGarcia_tabla_spanish_1438" "vivianaG" "tabla" "bilingual" "Spanish" "t" "stressed" 8.56 838.26 657.68 3.23 19.33 918988828.74
"1946" "BIL_vivianaGarcia_tabla_spanish_1554" "vivianaG" "tabla" "bilingual" "Spanish" "t" "stressed" 7.74 951.77 716.7 3.02 11.98 1113156374.66
"1947" "BIL_vivianaGarcia_tabloid_english_1428" "vivianaG" "tabloid" "bilingual" "English" "t" "stressed" 85.52 6823.89 2907.92 -0.24 -0.29 -5940788818.68
"1948" "BIL_vivianaGarcia_tabloid_english_1476" "vivianaG" "tabloid" "bilingual" "English" "t" "stressed" 47.94 7092.79 2869.75 -0.83 -0.05 -19605669068.46
"1949" "BIL_vivianaGarcia_tabloid_english_1480" "vivianaG" "tabloid" "bilingual" "English" "t" "stressed" 50.22 6504.16 2933.91 -0.48 -0.44 -12178698494.42
"1950" "BIL_vivianaGarcia_taboo_english_1030" "vivianaG" "taboo" "bilingual" "English" "t" "unstressed" 77.22 7900.54 3124.67 -0.62 -0.13 -18942796779.54
"1951" "BIL_vivianaGarcia_taboo_english_1212" "vivianaG" "taboo" "bilingual" "English" "t" "unstressed" 54.03 6248.19 3113.73 -0.26 -0.82 -7847788860.07
"1952" "BIL_vivianaGarcia_taboo_english_1434" "vivianaG" "taboo" "bilingual" "English" "t" "unstressed" 50.93 6574.2 2710.99 -0.62 0.11 -12281103025.5
"1953" "BIL_vivianaGarcia_tackle_english_1046" "vivianaG" "tackle" "bilingual" "English" "t" "stressed" 71.37 8151.78 2501.92 -1.47 2.13 -22997962084.54
"1954" "BIL_vivianaGarcia_tactics_english_1086" "vivianaG" "tactics" "bilingual" "English" "t" "stressed" 42.32 5795.31 3473.08 0.01 -1 479395874.17
"1955" "BIL_vivianaGarcia_tactics_english_1346" "vivianaG" "tactics" "bilingual" "English" "t" "stressed" 37.29 7114.22 3081.59 -0.98 -0.19 -28631605461.9
"1956" "BIL_vivianaGarcia_tactics_english_1400" "vivianaG" "tactics" "bilingual" "English" "t" "stressed" 42.13 5818.5 3669.34 -0.17 -1.38 -8273798966.74
"1957" "BIL_vivianaGarcia_tactil_spanish_1198" "vivianaG" "tactil" "bilingual" "Spanish" "t" "stressed" 10.2 928.2 754.95 2.94 14.03 1263325865.79
"1958" "BIL_vivianaGarcia_tactil_spanish_1526" "vivianaG" "tactil" "bilingual" "Spanish" "t" "stressed" 6.83 836.71 607.77 3.71 18.04 832073063.09
"1959" "BIL_vivianaGarcia_tamano_spanish_1320" "vivianaG" "tamano" "bilingual" "Spanish" "t" "unstressed" 8.43 808.98 689.79 3.83 30.13 1256839269.31
"1960" "BIL_vivianaGarcia_tamano_spanish_1520" "vivianaG" "tamano" "bilingual" "Spanish" "t" "unstressed" 9.45 850.66 696.8 3.23 19.95 1093482745.57
"1961" "BIL_vivianaGarcia_tamano_spanish_1558" "vivianaG" "tamano" "bilingual" "Spanish" "t" "unstressed" 7.69 811.95 689.93 4.02 31.13 1320337356.65
"1962" "BIL_vivianaGarcia_tambien_spanish_1184" "vivianaG" "tambien" "bilingual" "Spanish" "t" "unstressed" 9.75 774.92 682.02 3.71 21.82 1176536537.32
"1963" "BIL_vivianaGarcia_tambien_spanish_1312" "vivianaG" "tambien" "bilingual" "Spanish" "t" "unstressed" 8.63 804.45 649.27 3.38 21.67 924451388.4
"1964" "BIL_vivianaGarcia_tambien_spanish_1564" "vivianaG" "tambien" "bilingual" "Spanish" "t" "unstressed" 7.93 830.02 703.86 3.97 30.69 1382932638.1
"1965" "BIL_vivianaGarcia_tambourine_english_1074" "vivianaG" "tambourine" "bilingual" "English" "t" "unstressed" 58.71 6369.19 2002.83 -0.09 -0.19 -749927181.98
"1966" "BIL_vivianaGarcia_tambourine_english_1358" "vivianaG" "tambourine" "bilingual" "English" "t" "unstressed" 51.01 7312.41 3500.41 -0.8 -0.57 -34161208435.56
"1967" "BIL_vivianaGarcia_tambourine_english_1374" "vivianaG" "tambourine" "bilingual" "English" "t" "unstressed" 43.96 7575.9 3083.63 -0.65 0.2 -18994908743.74
"1968" "BIL_vivianaGarcia_tampoco_spanish_1152" "vivianaG" "tampoco" "bilingual" "Spanish" "t" "unstressed" 11.14 660.76 532.55 5.2 61.6 785832800.96
"1969" "BIL_vivianaGarcia_tampoco_spanish_1474" "vivianaG" "tampoco" "bilingual" "Spanish" "t" "unstressed" 7.07 876.64 698.05 3.62 21.32 1229859072.98
"1970" "BIL_vivianaGarcia_tampoco_spanish_1506" "vivianaG" "tampoco" "bilingual" "Spanish" "t" "unstressed" 6.98 961.32 748.6 2.81 10.97 1177680701.61
"1971" "BIL_vivianaGarcia_tanker_english_1390" "vivianaG" "tanker" "bilingual" "English" "t" "stressed" 50.24 8053.8 2918.7 -0.8 0.68 -19952585529.69
"1972" "BIL_vivianaGarcia_tanker_english_1398" "vivianaG" "tanker" "bilingual" "English" "t" "stressed" 54.06 7308.42 3281.71 -0.73 -0.42 -25820983078.24
"1973" "BIL_vivianaGarcia_tanker_english_1498" "vivianaG" "tanker" "bilingual" "English" "t" "stressed" 37.85 5263.31 3742.45 0.03 -1.5 1796667751.09
"1974" "BIL_vivianaGarcia_tanque_spanish_1254" "vivianaG" "tanque" "bilingual" "Spanish" "t" "stressed" 7.41 899.51 856.23 3.05 10.45 1914376574.43
"1975" "BIL_vivianaGarcia_tanque_spanish_1306" "vivianaG" "tanque" "bilingual" "Spanish" "t" "stressed" 7.08 893.28 578.17 4.06 25.51 783892696.16
"1976" "BIL_vivianaGarcia_tanque_spanish_1482" "vivianaG" "tanque" "bilingual" "Spanish" "t" "stressed" 9.77 850.75 740.62 3.61 23.5 1464965993.54
"1977" "BIL_vivianaGarcia_tanto_spanish_1140" "vivianaG" "tanto" "bilingual" "Spanish" "t" "stressed" 8.32 797.4 624.69 3.87 23.91 942239881.94
"1978" "BIL_vivianaGarcia_tanto_spanish_1376" "vivianaG" "tanto" "bilingual" "Spanish" "t" "stressed" 11.74 848.14 736.3 4.3 30.81 1715719289.77
"1979" "BIL_vivianaGarcia_tanto_spanish_1446" "vivianaG" "tanto" "bilingual" "Spanish" "t" "stressed" 9.1 830.49 660.7 3.31 18.55 955385908.01
"1980" "BIL_vivianaGarcia_tantrum_english_1258" "vivianaG" "tantrum" "bilingual" "English" "t" "stressed" 39.94 5945.59 2240.51 -0.86 0.48 -9703055598.05
"1981" "BIL_vivianaGarcia_tantrum_english_1318" "vivianaG" "tantrum" "bilingual" "English" "t" "stressed" 38.59 3767.75 3252.8 0.76 -0.32 26260322713.89
"1982" "BIL_vivianaGarcia_tantrum_english_1550" "vivianaG" "tantrum" "bilingual" "English" "t" "stressed" 36.55 3945.95 2862.72 0.36 -0.77 8503781149.63
"1983" "BIL_vivianaGarcia_tapioca_english_1214" "vivianaG" "tapioca" "bilingual" "English" "t" "unstressed" 38.71 6480.14 3551.81 -0.16 -1.22 -6952141195.35
"1984" "BIL_vivianaGarcia_tapioca_english_1256" "vivianaG" "tapioca" "bilingual" "English" "t" "unstressed" 48.67 8196.44 1030.22 -3.17 29.25 -3470990377.41
"1985" "BIL_vivianaGarcia_tapioca_english_1354" "vivianaG" "tapioca" "bilingual" "English" "t" "unstressed" 44.62 7834.22 3250.04 -0.87 0.05 -29734726412.59
"1986" "BIL_vivianaGarcia_tattoo_english_1056" "vivianaG" "tattoo" "bilingual" "English" "t" "unstressed" 43.88 7030.83 2929.5 -0.71 -0.03 -17805401593.61
"1987" "BIL_vivianaGarcia_tattoo_english_1174" "vivianaG" "tattoo" "bilingual" "English" "t" "unstressed" 37.38 4875.41 3460.04 0.33 -1.03 13853936409.97
"1988" "BIL_vivianaGarcia_tattoo_english_1440" "vivianaG" "tattoo" "bilingual" "English" "t" "unstressed" 40.59 3425.83 2963.71 0.86 -0.29 22462158597.66
"1989" "BIL_vivianaGarcia_tattooing_english_1190" "vivianaG" "tattooing" "bilingual" "English" "t" "unstressed" 37.07 4305.05 3752.9 0.33 -1.5 17326817798.34
"1990" "BIL_vivianaGarcia_tattooing_english_1194" "vivianaG" "tattooing" "bilingual" "English" "t" "unstressed" 56.85 7334.71 3259.45 -0.97 -0.27 -33691404154.61
"1991" "BIL_vivianaGarcia_taza_spanish_1146" "vivianaG" "taza" "bilingual" "Spanish" "t" "stressed" 7.14 940.1 815.74 2.99 11.71 1620971938.76
"1992" "BIL_vivianaGarcia_taza_spanish_1224" "vivianaG" "taza" "bilingual" "Spanish" "t" "stressed" 9.34 766.08 589.7 3.98 37.15 815951549.58
"1993" "BIL_vivianaGarcia_taza_spanish_1278" "vivianaG" "taza" "bilingual" "Spanish" "t" "stressed" 0 677.72 400.07 28.13 1096.64 1801206120.14
"1994" "BIL_yamileDiaz_daba_spanish_1022" "yamileDi" "daba" "bilingual" "Spanish" "d" "stressed" -109.1 723.36 500.63 5.75 62.61 721537670.34
"1995" "BIL_yamileDiaz_daba_spanish_1030" "yamileDi" "daba" "bilingual" "Spanish" "d" "stressed" -59.56 706.92 466.9 7.23 102.68 735867400.33
"1996" "BIL_yamileDiaz_daba_spanish_1038" "yamileDi" "daba" "bilingual" "Spanish" "d" "stressed" -91.74 654.46 428.87 8.42 125.03 664456912.23
"1997" "BIL_yamileDiaz_daga_spanish_1082" "yamileDi" "daga" "bilingual" "Spanish" "d" "stressed" -64.19 670.89 422.83 7.96 122.73 601719416.58
"1998" "BIL_yamileDiaz_daga_spanish_1114" "yamileDi" "daga" "bilingual" "Spanish" "d" "stressed" -88.59 625.18 327.95 5.77 88.24 203554580.44
"1999" "BIL_yamileDiaz_daga_spanish_1222" "yamileDi" "daga" "bilingual" "Spanish" "d" "stressed" -61.47 723.78 365.79 8.25 141.78 403879393.47
"2000" "BIL_yamileDiaz_dagger_english_1008" "yamileDi" "dagger" "bilingual" "English" "d" "stressed" 37.65 8204.59 1323.22 -1.31 8.67 -3029272914.25
"2001" "BIL_yamileDiaz_dagger_english_1248" "yamileDi" "dagger" "bilingual" "English" "d" "stressed" 30.78 8513.21 3002.12 -1.47 1.44 -39847334417.37
"2002" "BIL_yamileDiaz_dagger_english_1276" "yamileDi" "dagger" "bilingual" "English" "d" "stressed" 23.34 3079.67 3050.47 1.02 0.11 28843220719.94
"2003" "BIL_yamileDiaz_dakota_english_1076" "yamileDi" "dakota" "bilingual" "English" "d" "unstressed" 17.23 1036.65 1877.89 3.04 9.12 20154152208.28
"2004" "BIL_yamileDiaz_dakota_english_1194" "yamileDi" "dakota" "bilingual" "English" "d" "unstressed" 17.06 1122.52 1787.19 2.71 8.02 15486938672.59
"2005" "BIL_yamileDiaz_dakota_english_1266" "yamileDi" "dakota" "bilingual" "English" "d" "unstressed" 18.54 1369.13 2367 2.68 6.7 35530604913.78
"2006" "BIL_yamileDiaz_daltonian_english_1040" "yamileDi" "daltonian" "bilingual" "English" "d" "unstressed" 21.69 3274.54 3508.53 0.8 -0.71 34729578969.45
"2007" "BIL_yamileDiaz_daltonian_english_1132" "yamileDi" "daltonian" "bilingual" "English" "d" "unstressed" 33.4 7597.64 2662.57 -1.45 1.83 -27286325180.14
"2008" "BIL_yamileDiaz_daltonian_english_1164" "yamileDi" "daltonian" "bilingual" "English" "d" "unstressed" -46.35 457.66 781.1 9.84 109.36 4690878132.92
"2009" "BIL_yamileDiaz_daltonico_spanish_1154" "yamileDi" "daltonico" "bilingual" "Spanish" "d" "unstressed" -66.29 577.45 294.09 9.72 217.05 247343135.38
"2010" "BIL_yamileDiaz_daltonico_spanish_1172" "yamileDi" "daltonico" "bilingual" "Spanish" "d" "unstressed" -72.03 712.11 479 5.99 68.62 658536624.84
"2011" "BIL_yamileDiaz_daltonico_spanish_1260" "yamileDi" "daltonico" "bilingual" "Spanish" "d" "unstressed" -127.04 610.11 275.78 9.45 204.54 198243706.26
"2012" "BIL_yamileDiaz_dama_spanish_1052" "yamileDi" "dama" "bilingual" "Spanish" "d" "stressed" -125.01 697.58 413.64 5.35 66.39 378511321.89
"2013" "BIL_yamileDiaz_dama_spanish_1206" "yamileDi" "dama" "bilingual" "Spanish" "d" "stressed" -64.23 700.39 425.37 3.43 50.23 263686016.69
"2014" "BIL_yamileDiaz_dama_spanish_1250" "yamileDi" "dama" "bilingual" "Spanish" "d" "stressed" -104.16 735.24 608.7 4.19 32.09 945522029.59
"2015" "BIL_yamileDiaz_damage_english_1002" "yamileDi" "damage" "bilingual" "English" "d" "stressed" 30.22 7478.06 2981.32 -1.11 0.36 -29340110868.52
"2016" "BIL_yamileDiaz_damage_english_1084" "yamileDi" "damage" "bilingual" "English" "d" "stressed" 19.67 2571.33 2669.7 0.55 -0.98 10523474534.62
"2017" "BIL_yamileDiaz_damage_english_1268" "yamileDi" "damage" "bilingual" "English" "d" "stressed" 22.66 4893 1879.23 0.06 1.51 418336888.36
"2018" "BIL_yamileDiaz_damnation_english_1044" "yamileDi" "damnation" "bilingual" "English" "d" "unstressed" 20.79 2003.62 2656.51 1.84 2.67 34408790734.79
"2019" "BIL_yamileDiaz_damnation_english_1078" "yamileDi" "damnation" "bilingual" "English" "d" "unstressed" 26.53 4199.39 3159.46 0.39 -0.63 12380528845.02
"2020" "BIL_yamileDiaz_damnation_english_1232" "yamileDi" "damnation" "bilingual" "English" "d" "unstressed" 23.11 2988.91 2495.03 1.05 1.14 16232779815.2
"2021" "BIL_yamileDiaz_damper_english_1018" "yamileDi" "damper" "bilingual" "English" "d" "stressed" 15.19 715.98 1271.64 3.83 17.83 7873061947.36
"2022" "BIL_yamileDiaz_damper_english_1042" "yamileDi" "damper" "bilingual" "English" "d" "stressed" 25.23 5599.09 3149.57 -0.17 -0.94 -5279324453.28
"2023" "BIL_yamileDiaz_damper_english_1210" "yamileDi" "damper" "bilingual" "English" "d" "stressed" 21.87 3497.52 2357.5 0.27 0.08 3533049858.66
"2024" "BIL_yamileDiaz_danar_spanish_1058" "yamileDi" "danar" "bilingual" "Spanish" "d" "unstressed" -80.98 655.02 467.1 12.08 216.05 1230866684.27
"2025" "BIL_yamileDiaz_danar_spanish_1244" "yamileDi" "danar" "bilingual" "Spanish" "d" "unstressed" -69.4 705.56 424.84 7.2 111.74 551958079.69
"2026" "BIL_yamileDiaz_danar_spanish_1264" "yamileDi" "danar" "bilingual" "Spanish" "d" "unstressed" -95.93 273.62 264.53 20.26 584.77 375047517.98
"2027" "BIL_yamileDiaz_dancette_english_1080" "yamileDi" "dancette" "bilingual" "English" "d" "unstressed" 19.84 2611.87 1901.07 1.09 3.27 7455740424.15
"2028" "BIL_yamileDiaz_dancette_english_1102" "yamileDi" "dancette" "bilingual" "English" "d" "unstressed" 12.43 453.89 594.57 6.59 61.68 1386129631.86
"2029" "BIL_yamileDiaz_dancette_english_1176" "yamileDi" "dancette" "bilingual" "English" "d" "unstressed" 14.73 775.03 1155.68 3.12 12.3 4809928734.44
"2030" "BIL_yamileDiaz_dancing_english_1014" "yamileDi" "dancing" "bilingual" "English" "d" "stressed" 21.13 2220.34 2494.73 1.19 0.86 18546991089.48
"2031" "BIL_yamileDiaz_dancing_english_1158" "yamileDi" "dancing" "bilingual" "English" "d" "stressed" 20.92 3308.19 2160.61 0.28 -0.01 2857828399.7
"2032" "BIL_yamileDiaz_dancing_english_1178" "yamileDi" "dancing" "bilingual" "English" "d" "stressed" 18.59 1542.29 1898.24 1.66 3.39 11343505270.33
"2033" "BIL_yamileDiaz_danesa_spanish_1006" "yamileDi" "danesa" "bilingual" "Spanish" "d" "unstressed" -53.66 536.14 338.42 7.41 145.93 287067506.06
"2034" "BIL_yamileDiaz_danesa_spanish_1016" "yamileDi" "danesa" "bilingual" "Spanish" "d" "unstressed" -63.83 805.45 559.53 4.82 48 844350207.16
"2035" "BIL_yamileDiaz_danesa_spanish_1182" "yamileDi" "danesa" "bilingual" "Spanish" "d" "unstressed" -42.22 646.37 327.61 6.58 162.59 231366123.14
"2036" "BIL_yamileDiaz_danesa_spanish_1190" "yamileDi" "danesa" "bilingual" "Spanish" "d" "unstressed" -103.93 680.6 283.4 8.96 204.39 203865512.03
"2037" "BIL_yamileDiaz_danielle_english_1110" "yamileDi" "danielle" "bilingual" "English" "d" "unstressed" 25.77 3951.53 2452.19 0.59 -0.01 8643188780.33
"2038" "BIL_yamileDiaz_danielle_english_1228" "yamileDi" "danielle" "bilingual" "English" "d" "unstressed" 21.32 3546.1 3507.16 0.65 -1.04 27867254943.69
"2039" "BIL_yamileDiaz_danielle_spanish_1220" "yamileDi" "danielle" "bilingual" "English" "d" "unstressed" -39.49 506.86 379.57 6.76 112.2 369556618.69
"2040" "BIL_yamileDiaz_danino_spanish_1048" "yamileDi" "danino" "bilingual" "Spanish" "d" "unstressed" -12.38 659.04 458.28 4.95 59.4 476852445.78
"2041" "BIL_yamileDiaz_danino_spanish_1054" "yamileDi" "danino" "bilingual" "Spanish" "d" "unstressed" -67.09 563.09 446.1 9.05 143.18 803795559.55
"2042" "BIL_yamileDiaz_danino_spanish_1144" "yamileDi" "danino" "bilingual" "Spanish" "d" "unstressed" -125.18 641.21 352.77 5.1 59.71 223906787.23
"2043" "BIL_yamileDiaz_dano_spanish_1010" "yamileDi" "dano" "bilingual" "Spanish" "d" "stressed" -88.19 817.6 590.37 3.94 30.04 811592453.99
"2044" "BIL_yamileDiaz_dano_spanish_1060" "yamileDi" "dano" "bilingual" "Spanish" "d" "stressed" -93.75 762.4 338.52 7.93 141.26 307797280.19
"2045" "BIL_yamileDiaz_dano_spanish_1098" "yamileDi" "dano" "bilingual" "Spanish" "d" "stressed" -101.48 520.5 335.9 10.37 228.82 392938614.2
"2046" "BIL_yamileDiaz_danza_spanish_1088" "yamileDi" "danza" "bilingual" "Spanish" "d" "stressed" -82.35 556.31 471.1 12.43 205.42 1299515047.4
"2047" "BIL_yamileDiaz_danza_spanish_1202" "yamileDi" "danza" "bilingual" "Spanish" "d" "stressed" -83.49 321.49 264.87 14.13 540.15 262539665.05
"2048" "BIL_yamileDiaz_danza_spanish_1240" "yamileDi" "danza" "bilingual" "Spanish" "d" "stressed" -51.31 638.69 408.26 4.65 54.53 316299206.21
"2049" "BIL_yamileDiaz_danzar_spanish_1066" "yamileDi" "danzar" "bilingual" "Spanish" "d" "unstressed" -59.78 568.28 429.69 6.73 92.97 534064449.6
"2050" "BIL_yamileDiaz_danzar_spanish_1152" "yamileDi" "danzar" "bilingual" "Spanish" "d" "unstressed" 12.18 412.03 336.34 27.83 1200.3 1058766732.63
"2051" "BIL_yamileDiaz_danzar_spanish_1224" "yamileDi" "danzar" "bilingual" "Spanish" "d" "unstressed" -101.47 583.82 482.52 6.36 88.66 714540589.69
"2052" "BIL_yamileDiaz_dazzle_english_1032" "yamileDi" "dazzle" "bilingual" "English" "d" "stressed" 17.45 1318.28 1838.62 1.99 3.97 12364876988.33
"2053" "BIL_yamileDiaz_dazzle_english_1186" "yamileDi" "dazzle" "bilingual" "English" "d" "stressed" 15.01 931.96 1471.16 3.12 11.3 9934000669.91
"2054" "BIL_yamileDiaz_dazzle_english_1274" "yamileDi" "dazzle" "bilingual" "English" "d" "stressed" 13.95 715.63 1135.45 4.49 23.42 6576621180.79
"2055" "BIL_yamileDiaz_tabaco_spanish_1024" "yamileDi" "tabaco" "bilingual" "Spanish" "t" "unstressed" 5.07 802.48 437.57 5.34 53.38 447048819.97
"2056" "BIL_yamileDiaz_tabaco_spanish_1142" "yamileDi" "tabaco" "bilingual" "Spanish" "t" "unstressed" 7.45 704.22 305.32 7.49 172.95 213181675.72
"2057" "BIL_yamileDiaz_tabaco_spanish_1174" "yamileDi" "tabaco" "bilingual" "Spanish" "t" "unstressed" 7.85 824.85 542.34 3.18 14.43 507861515.57
"2058" "BIL_yamileDiaz_taberna_spanish_1028" "yamileDi" "taberna" "bilingual" "Spanish" "t" "unstressed" 7.38 654.71 390.66 9.44 182.61 562731044.25
"2059" "BIL_yamileDiaz_taberna_spanish_1072" "yamileDi" "taberna" "bilingual" "Spanish" "t" "unstressed" 10.21 739.25 380.2 6.12 100.38 336353623.18
"2060" "BIL_yamileDiaz_taberna_spanish_1170" "yamileDi" "taberna" "bilingual" "Spanish" "t" "unstressed" 12.99 733.57 393.75 9.13 166.32 557514195.95
"2061" "BIL_yamileDiaz_tabla_spanish_1146" "yamileDi" "tabla" "bilingual" "Spanish" "t" "stressed" 7.24 835.22 409.49 5.27 69.92 361701210
"2062" "BIL_yamileDiaz_tabla_spanish_1214" "yamileDi" "tabla" "bilingual" "Spanish" "t" "stressed" 9.57 582.79 388.42 12.83 271.55 751679006.07
"2063" "BIL_yamileDiaz_tabla_spanish_1234" "yamileDi" "tabla" "bilingual" "Spanish" "t" "stressed" 6.96 851.78 470.83 3.19 17.5 333195493.3
